name,price,colors,plain_text_description,brand,height,color,material,base_type,weight,url
Keen Phunnel Chillum,Rs. 249.00,N/A,"
 
High quality ceramic material
Compatible with many heat management system
Easy to use, wash and clean
Left no awful smell after wash
Generate heavy and dense smoke
Single phunnel bowl design
Absorbs high temperature of the heat
Long-lasting flavor burning time
Holds up-to 25-30gm of flavor
 
 Ceramic American Phunnel is one of the attractive and designer chillums available at this site. This chillum has many qualities to create an exotic environment around you during your smoking session. 
 

Bowl Design: American Phunnel ceramic chillum is a single phunnel design bowl which doesn’t let your flavor to fall in a shisha base.

Heat Management: The ceramic material used in this chillum maintains a good heat flow and helps your flavor to burn for a long time.

No Awful Smell: This chillum is very easy to wash and clean. It didn’t allow previously used flavor fragrance to ruin your ongoing hookah session.

Capacity: American Phunnel ceramic chillum can hold up to 25-30gm of flavor.
 
   
 ",,,,,,,https://shopdop.in/products/keen-phunnel-chillum
Needle,Rs. 160.00,N/A,"
 
Useful hookah accessory
Used for doing holes on the foil
Perfect supply for small holes
Be careful while using this item
 
 ",,,,,,,https://shopdop.in/products/needle
Spring for Hookah Pipe,Rs. 55.00,N/A,"
 If you are feeling uncomfortable with your silicone hose then must use this spring now. Your all worries will go with the clouds of smoke. 
 Must needed shisha supply with silicone pipe. 
 Video 
 














View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)

 
  
  
 ",,,,,,,https://shopdop.in/products/spring
Alshan Square LED Base Light,"Rs. 1,150.00",N/A,"
 
LED Base
Perfect for small hookahs
Acrylic base
Operate with remote
Multi-color LED lights effects
 
 ",,,,,,,https://shopdop.in/products/alshan-square-led-base-light
Shishabucks Acrylic LED Base Stand,"Rs. 1,350.00",N/A,"
 
Shishabucks LED light
Acrylic base
LED operates with remote
Compatible on many shishas
Multicolor effects
 
 ",,,,,,,https://shopdop.in/products/shishabucks-acrylic-led-base-stand
Bongchie Mozo Rolling Papers,Rs. 25.00,"['Brown', 'White']","
 

Brand: Bongchie

Product: Smoking Paper

Color: Brown and White
Single book pack
1 book carries 32 leaves
Good quality rolling paper
One side gum for stickiness
 
 ",,,,,,,https://shopdop.in/products/bongchie-mozo-rolling-papers
Raw Wide Tips (Roaches) - Pack of 2 Books,Rs. 99.00,N/A,"
 

Brand: RAW
100% Original
Roach tips for a joint paper
Wide size as compared to regular
Each book carries 50 roach tips
Without chlorine paper
 
 ",,,,,,,https://shopdop.in/products/raw-wide-tips
Raw Rolling Mat,Rs. 149.00,N/A,"
 
Raw rolling mat
An essential product for paper smokers
Made up of bamboo
Easy to carry
Very easy to use
Must have if you are a true smoke lover
 
 ",,,,,,,https://shopdop.in/products/raw-rolling-mat
MYA Hookah Long Fibre Pipe / Hose,Rs. 599.00,N/A,"
 
Brand: MYA
Easy to clean and wash
Easy to handle and carry anywhere
No residue smell after wash
High-grade fibre long handle
Allow smooth smoke inhaling
Lite weight pipe
High-quality leather coated hookah pipe
  MYA Hookah Original Long Fibre Pipe is of the best pipe in MYA leather coated pipes. This pipe look very attractive and among all it allows a smooth inhaling. 

Handle: MYA Fibre pipe is especially known for its high-quality fibre handle which gives you a good grip.

Leather Pipe: The quality of MYA leather pipes are very famous worldwide. Premium quality leather is used in this pipe which makes this pipe a long term running product.

Portability: This pipe is very easy to handle and carry anywhere. So you can enjoy your shisha session anywhere with this pipe.

No Awful Smell: You can clean or wash this pipe very easily and it didn’t allow previously used flavor smell to ruin your ongoing shisha session.
 
 ",,,,,,,https://shopdop.in/products/mya-hookah-long-fibre-pipe-hose
Raw Rolling Machine 79mm,Rs. 299.00,N/A,"
 About? 
 

Size - 79mm
Made up of natural hemp composite plastic
Fits rolling paper from single width up to 1 1/14 size
Uses 79mm/ Small papers
 
 ",,,,,,,https://shopdop.in/products/raw-rolling-machine
Glass Clear Transparent Rolling Paper - 40 Leaves Per Pack,Rs. 99.00,N/A,"
 About:- 
 

1 Book - 40 leaves

Size - King
Made from pure smooth burning Asiatic cotton mallow
Offers a good smoking experience
Highly demanding rolling paper
100% Natural and organic
Tree Free paper
Thinner and clearer as well
 
 ",,,,,,,https://shopdop.in/products/glass-clear-rolling-paper
Small Chillum Screen,Rs. 29.00,N/A,"
  
 Chillum Screen (Hookah Accessory) - use it over foil - specially for small hookah chillums  - after a layer of foil, use it for proper heat management - helps flavor to absorb heat properly 
 Video:- 
 












View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)

 
   
   
 ",,,,,,,https://shopdop.in/products/small-chillum-screen
Brown OCB Paper - Smoking Paper,Rs. 22.00,N/A,"
 

Brand: OCB

Size - King Size
1 Book - 32 papers
100% Original

Good quality joint paper
 
 ",,,,,,,https://shopdop.in/products/brown-ocb-paper-pack-of-50
MYA Genie Coconut Coal (All Sizes),Rs. 225.00,"['36 pcs', '72 pcs', '96 pcs', '84 pcs', '16pcs']","
 5 Sizes are available in MYA Genie Coconut Charcoals, pack of : 
 
16 pcs

36 pcs

72 pcs
84 pcs

96 pcs

112 pcs
 
 The size of each coconut charcoal brick also varies according to the size of coconut coal pack you are choosing. 
 Key things :  
 

Brand: MYA

100% Natural Coconut Coal
Very low ash deposits
Tasteless & eco friendly
Odorless and smokeless
Long-lasting burning time
No trees were cut to make this product
Approximately 40-45 minutes of burning time
 
 CAUTIONS 
 
Stay burning charcoal away from children
Avoid using petroleum products to light the charcoal it may cause fire and health hazard
Stay away flammable products from burning charcoal
Avoid wearing clothes which catch fire easily while lighting charcoal
 
 ",,,,,,,https://shopdop.in/products/mya-genie-coconut-coal
Alshan Basic Pipe,Rs. 250.00,N/A,"
 
Easy to clean and wash
Compatible with any kind of hookah
Lite weight pipe
Easy to handle and carry anywhere
Allow good smoke flow
Available in multiple colors
 Handle: The handle of this pipe is made with high-quality wood which give this pipe a traditional look. Compatibility: Wooden Tip Hookah Pipe is compatible with any kind of hookah. Portability: This high-quality pipe which is very easy to handle and carry anywhere. So you can enjoy your hookah session anywhere at any time. No Awful Smell: You can clean or wash this leather coated pipe very easily and it didn’t allow previously used flavor smell to ruin your ongoing shisha session. Dimensions: Handle Length: 4.5inches 
 ",,,,,,,https://shopdop.in/products/alshan-basic-pipe
Al Akbar Magic Coal Box (Pack of 10 Rolls),Rs. 350.00,N/A,"
 

Brand: Al Akbar
Instant quick light magic charcoal
Ignite even with a matchstick or lighter
Box of 10 rolls
Each roll carries 10 discs
High quality magic coal
Compatible on any hookah head
Easy to carry outside
 
 ",,,,,,,https://shopdop.in/products/al-akbar-magic-coal-box-pack-of-10-rolls
Hufflepuff Magic Coal,Rs. 450.00,N/A,"
 Why to get it? 
 
Chemical free product
Made from natural ingredients
Ignite even with a matchstick
Long lasting & durable
Pack of 10 Rolls - 100 discs
Compatible on any chillum/phunnel
Deposit very less ashes
 
 Why to buy it? 
 

Chemical Free: This premium magic coal by Hufflepuff is a chemical free product which is made from natural ingredients.

Burn Quickly: You can ignite this magic coal for your hookah session with a lighter or matchstick also.

Less Ashes: As compare to other local coals it deposits very less ashes. Eco-friendly product for hookah.

Pack of 10 Rolls: Each box carries 10 rolls. Single roll contains 10 polo/round discs.

Price Range: Grab this product in a minimal price range from here.
 
 ",,,,,,,https://shopdop.in/products/hufflepuff-magic-coal
